1JcphEEkemhTcMAYRypqWQgCu7gQZoJRNT,0.02974248,Address
19tRBtKFUNhkd8WSeuapHVJ9s8STj6cvpv,16.90593571,Address
125RpUsxCCgKRCNUPdSq3s6kXGn83PFv4N,0.01179746,Address
1NBTELD1DRLHRRP8oGNrBTnkQ2pzUNee2e,4.1554E-4,Address
1DrByR8mZaDy9YwnUkgRdqk6t2L4zuLWqe,0.001049,Address
1LsC1GmQFDWjyZs6Y4cgy3xd52C2Cg6ebk,0.00126,Address
1DiBmTMCSqgrREVen9uy89gY7M3k7ZMiKp,0.002633,Address
15quNnmWsTt4A5E3arv7azYpguh5cuX56y,4.8333E-4,Address
129sAbzZGmu3fesThhM2R7oVQf7dGyQ29S,0.1133894,Address
1C43fWu8R45NH6W5joHTounA3xnDmvdG8j,0.02403905,Address
3QNvdfw3CLQgb9GE3tTPj6wFEahn4dJagn,20.00002973,Address
1BzwfUZGYYJg4SsDr3rQEmKtQDDED61mEb,1.20273261,Address
18L264JuXosZkopcB3Z9KUXz6hzfu14tQV,0.2,Address
1HdhehvwXfL8P76SgsFeBa6nwP6phPKMEk,0.3000095,Address
1FzFErXzhznda4oEcZZ68pim5ZDcaCkua1,0.05413404,Address
141NVqQUQJGWBkL7nVAEAHBzDrgDN9LR3Z,0.00718469,Address
1D8LURn7UjZt8UJCTVrA2mWjPL5WE7huTd,0.00928029,Address
1HgcjDJEwe6KBTnEoXURL6UNscdpw9Vehm,15.56790372,Address
14U7ufMzTuXpMJS9G14rKBcopq5z74Hnfx,0.025,Address
14u2Nb3Z3THTx7Vr11mS1X8tuPhx9o3KmJ,0.0137703,Address
19SWS5ykEA42175UtsueymQw4cjfk5iZo5,0.04167231,Address
18YrLeNe6vurZVGM6nXxD3aMoXmFt5rEWp,0.0993841,Address
1F6e6e6JrQbfbNtXX8pJsU3FyaoztPLwLg,0.0067691,Address
3CEoSs9ts59VPvfL6StxyezrViwEbduVkT,0.06860323,Address
1AB4RQcEVGp2M5iuQKM71kDMKfTU6ysbVa,0.003,Address
19znyUa69TmXLuvdSLQT8Z77xS9R3Juar1,0.00151666,Address
13tVUci2BLRVrT8hyFQAhe4n2K5RnWEjoK,0.050855,Address
18oDtgay9xBJ6Ff1mRUsDErTsD7JCHg714,1.93E-4,Address
3LtwEDPuSjTcSQEpBGq2jjJuwGntEAqjvs,0.36843009,Address
1PwHzZHHo9nQoXg6MAPUP5NqTP1NuXKYWG,0.00174577,Address
3GYxBvKZ76pdiCerSsKwNSV281PQUZeuKB,2.46274509,Address
168vH2irtWcGvKjXEZkNQBqfge9WDbAMFR,1.2021E-4,Address
13vHWR3iLsHeYwT42RnuKYNBoVPrKKZgRv,453.49183709,Address
15XXxVNeE8Uwaz2UxNT8SqqGW6a2GNGjwZ,3.9776E-4,Address
1PQsbXC1wB3gossTohxg5WDr9Bi8vhZKJY,0.21564858,Address
19xdeiQM2Hn2M2wbpT5imcYWzqhiSDHPy4,0.0011,Address
1DRjRdF3C7cpwvrAE6XkziyDHUiJn6vxgW,4.0E-4,Address
1NbL8yN6ZppuqK58xYxAiJuMh9Qm5f4kgU,1.19E-4,Address
3KR3WFLeW2bdWu1BGFM6uwM3uTkeJG3xvm,0.48365396,Address
32RkrNRfyt2BpiZ1rvQY3Sp9WzrnpLAPC2,25.968542,Address
14VrZF1XudCJ93x5RcYvuM8EXiaRtQJg3c,0.02408449,Address
3HvF6KffdiUhSQj2HpCUe4XmxMncpzs5yF,0.0398,Address
1JT1gkiHFpgjDbwCtJK8uEQkLZePEtCKbS,0.1992,Address
1MwmfQDWWGqUYPS17rqPDHXf8aVvJ23DGd,0.04637865,Address
3QcgeYtsaKydTsfKUgeWKNe2LeE7gfiA8U,0.06889315,Address
1xV2wZFX8uk9CyBwwLKnuxCKpSEX6nEr6,0.225,Address
18zVPjE9tvQvFqvjC4rZUxGHQs6RSPNAWE,1.7176162,Address
1JSgv4KCbcc7x4eVVmd3euFAazzLcQNtrd,0.059988,Address
141cMr1Hik2mGkbmGwQfbXybzRB37i7EWo,0.05295731,Address
1C14Kydy6L7PqmeEQz8qyRyh4pzeuK6JKe,0.093,Address
13mHfMN4yP27ef1ti4HQJgy4UnxpVdqS58,0.18101665,Address
3HBCPgChaHLiRL41evYR1yPdj3WPWrKK16,0.00723583,Address
158o9YNzyFyuCk74jCcyfM8fnpeMQVzNbB,0.01112,Address
165dGBaAU1myjiNn28SwG6vpQc24BkfVL9,0.038,Address
1MyTWPvAU7mon85X2v4yh8SRQrGHT5gjhF,0.0806213,Address
1BLNYF1TB6MNKVK7pAFZUHVBQWRYiDyAf9,1.03937027,Address
1BPztANKMniRhSpgB2UYJwf3h8WyQaxHdM,0.12182437,Address
12oDtyeqLeMkCH8zvzBn1Nz4JF5ZVuCve4,0.11620818000000001,Address
15c9Zy88xL6wUp7DLYGF8cvs2RELYDmpAG,9.0E-4,Address
1JW2cMpNtjV5ffGV8qrcBsM8j5sTuGijhr,3.42270305,Address
12V4ih7xLFz31rpxtkRuwUif5TPwc3U6AQ,5.0E-4,Address
1NKwSEFCuyCv4N4V5yDGxBE538rNRhKCCV,0.03201218,Address
151cu4xP7zR8evbp3TwgjiL9SH9JWQ5BqJ,1.0856953,Address
18oZWo9zrUdFRTXfAJNYJNkRjDLfS8wcGB,0.03408494,Address
17raopbYNtB2xXndkrfYkZA3PWi1gQwUoZ,0.055,Address
1KGDETwE1YABKGZZ2myxZ36sMWi6NYtqZt,0.206,Address
1ChF9dyDs6JqHN3wYFQjhcKAcyeEDm9juM,0.02006104,Address
1LsUHhydfM5gqyC6Drqh4L8EcoJNXBqEuF,0.22409639,Address
1NPygVaRVtd5WVXfKYRBz82HMV6tyG1GQa,0.25981459,Address
1F1jMQDYDhwHN3ghxAws8b5VprE2Nb8X98,0.01363654,Address
1MHA4hAwZvbtkeLSJ6AAZaTpoCC5ZgFCaC,2.46E-4,Address
1BarhLUNLJnrSFFRXAVXaVMa6PhPk7aCmv,9.0E-4,Address
19eBcTst8obfd9gJAfheTDxJPsz8vozMXw,0.1154,Address
1CCqh7SxRCEGRHnp6HdfKzqUVETN4dEae2,0.001,Address
1Mz5VqPqrPZwuuRHjsVyuYV1Ekf4SgYBn4,0.02249643,Address
1LVudCssdQbqLYweoeEEbbjtRFo5MPBVdi,0.02405701,Address
1JSFG4jwA2HgvBDCmZiFJg44N3ynJxkYGd,0.00229,Address
18HReUz8J9RnzQMxc98dZPXCA7jGHKMMUP,0.05456424,Address
1AAByTAKQpvkkRQS8sUpUmYveWk9qmBfjG,0.0838,Address
15r9KSeHdAufArkDc3sRSRjN8w8adJ9UYN,1.22310151,Address
12kf3pwjGUzVkRaV76MgvsxBzYYH4cZQUY,0.714,Address
1Db7bUGkad5GKCArXEMCce39kA6nWMUKGz,1.32899204,Address
15vJCb1KVDd6q6JMaiM4DNrEgdSLkE2x4t,4.2E-4,Address
1JNKhcgWBbifY7mZoQqU7nYns3VhW1wTAP,0.121,Address
13wmqK8x1Byce4FY3C6AuZz4X9cWLUzUm1,0.0151469,Address
1Epj3oHnfff7dYgfbwRXpt7BdDiPsD4AfS,0.44076464,Address
15TAJtkSW2nwu7fMZ51zwbJWn5n5rDERuy,44.74349102,Address
12qvBESv6DQBEjJK66Qr9yDygMfsboU9Ka,27.39408147,Address
1MoZW8FLG8HESdqkJoUzApq9s7xPgpP2fe,2.92082435,Address
1KvdgNpc5iobtSTPVtDvgHrFtUo8xHfLTi,0.10419597,Address
1KA1wcn91WNRdxajXLZE1DVhCkv63H8Cze,0.0117934,Address
1NYZaURXmwXnHpGYjUzMTCL2fdMNjpmDHw,0.49923625,Address
3Hn8w5vrsYDeoYdcnhBLbk5ZDeXVZEdhhi,0.03560057,Address
18GcQ8tcbL1u8nNMvswfa6qxmo38xKGdR2,0.07131,Address
1FTwJwBbfw2GZ189w65DTPsczSAF4jzS2c,0.017005,Address
1HRvT4xTFEdsXbtbvxDhpCaD48kRj5ecUn,90.3538838,Address
199dSqfV48PVTZisFJPXRHLoQvCkAhmnr9,8.62692386,Address
3JF73eiKhAmko6Zrm65qCX66f8uCFbimfY,8.0,Address
1MtqBRCiVWKWNo3HwWincQLUjAJhvVKZYw,0.09623829,Address
1JMSnHDBMF8n8F4co2dLdvnRESTF64xvRF,0.03211674,Address
16qBZYkFdhhvbJsUAPcFjcBBixdb8SsqkN,0.0056975,Address
1Fz2c9XTaExHpfFAAPTGxF6yA2DuH9RVbU,0.07260999,Address
1FsqAKGG2EteGQeN2i1T34PmnxjVTJA618,0.89641202,Address
13LxNLhY1bSu258xPPaev3xUvdA7ZJQJHX,0.01459647,Address
15ambCzVeo3omLsRX1LuASpR8VNJhJAnF2,0.01264671,Address
158dcaiMWSJ8y7yZtfmF8H8BQYWZnAzQ2L,0.01246155,Address
1B4q6wMPE2dqFKg4oSTP5z5NazzjFser9s,0.11015936,Address
16eat8MbgmUEYmwX3r39WgChnNKdpsyUcj,0.02634989,Address
3EAJCXs314AvUR8CXPtqWAw6KjgZu819x8,0.01198565,Address
3J69KNNk4Qk2eyrK9mAT3nSE71bsaHQoWN,0.18,Address
15rwk5duntDg3E3D4ba51NUTij2kfSHaTE,0.02148248,Address
1242ZZvUU9i735i6Z35pEEnA2qT5CAuCov,0.018552,Address
1QFyXkLb4TFvdu2Y6yA75acr2DDMXQuCUZ,5.4E-4,Address
1L5KTbzCfubwTtX6vPzmLM29WzyssyGQTB,0.2289,Address
